id,course_id,date,hour,location,address
343,69,2020-06-21,13:15:00,"Appartamento 16","Incrocio Thea 2 Piano 1"
344,69,2020-07-06,10:20:00,"Appartamento 98","Rotonda Riva 84"
345,69,2020-09-19,15:30:00,"Appartamento 06","Incrocio Vinicio 871"
346,70,2020-01-10,11:00:00,"Piano 5","Strada Soriana 56"
347,70,2020-02-06,13:40:00,"Appartamento 67","Strada Monti 4 Appartamento 44"
348,70,2020-06-14,16:40:00,"Piano 1","Via Fabbri 78 Appartamento 49"
349,70,2020-07-13,12:15:00,"Piano 2","Rotonda Jelena 174 Piano 4"
350,70,2020-09-21,09:00:00,"Piano 4","Rotonda Giacinto 37"
351,71,2020-01-23,11:20:00,"Appartamento 57","Strada Zelida 1"
352,71,2020-02-03,11:45:00,"Piano 9","Via Manuele 748 Piano 0"
353,71,2020-06-13,10:30:00,"Appartamento 77","Via Aaron 70"
354,71,2020-07-07,14:30:00,"Appartamento 22","Borgo Vitale 89 Appartamento 71"
355,71,2020-09-19,15:30:00,"Appartamento 48","Incrocio Romano 798 Piano 4"
356,72,2020-01-17,09:15:00,"Piano 4","Rotonda Sorrentino 724"
357,72,2020-02-06,15:20:00,"Piano 7","Incrocio Vera 529 Appartamento 64"
358,72,2020-06-20,11:15:00,"Appartamento 37","Strada Esposito 548"
359,72,2020-07-06,11:15:00,"Piano 0","Contrada Esposito 6 Appartamento 99"
360,72,2020-09-15,14:20:00,"Appartamento 28","Rotonda Eusebio 8 Piano 8"
361,73,2020-01-21,12:15:00,"Appartamento 28","Incrocio Mietta 641"
362,73,2020-02-05,11:40:00,"Piano 2","Borgo Alan 39"
363,73,2020-06-23,10:15:00,"Appartamento 27","Via Renzo 2"
364,73,2020-07-04,09:15:00,"Appartamento 97","Incrocio Kristel 3 Appartamento 52"
365,73,2020-09-05,16:20:00,"Appartamento 90","Rotonda Bianco 269"
366,74,2020-01-20,16:00:00,"Piano 4","Piazza Piererminio 90 Appartamento 38"
367,74,2020-02-10,11:20:00,"Appartamento 35","Strada Damiana 4"
368,74,2020-06-20,14:20:00,"Appartamento 94","Strada Pellegrini 53"
369,74,2020-07-10,15:40:00,"Appartamento 94","Via Cecco 636"
370,74,2020-09-08,11:30:00,"Piano 7","Incrocio Grassi 5"
371,75,2020-01-27,11:40:00,"Appartamento 39","Rotonda Giorgio 15 Piano 5"
372,75,2020-02-07,14:20:00,"Appartamento 92","Rotonda Rizzo 9"
373,75,2020-06-21,10:20:00,"Appartamento 58","Piazza Matteo 31"
374,75,2020-07-15,12:15:00,"Appartamento 25","Rotonda Marzio 1 Piano 7"
375,75,2020-09-10,14:15:00,"Piano 6","Borgo Joannes 854"
376,76,2020-01-24,12:45:00,"Piano 6","Piazza Gastone 520 Appartamento 77"
377,76,2020-02-09,12:00:00,"Piano 2","Rotonda D'angelo 370"
378,76,2020-06-11,13:40:00,"Piano 9","Via Rodolfo 2 Piano 7"
379,76,2020-07-19,11:40:00,"Piano 9","Rotonda Gaetano 4 Appartamento 24"
380,76,2020-09-04,14:00:00,"Appartamento 21","Borgo Colombo 20"
381,77,2020-01-17,15:45:00,"Appartamento 74","Via Donati 48"
382,77,2020-02-09,16:45:00,"Piano 8","Strada Orlando 6 Appartamento 38"
383,77,2020-06-20,12:00:00,"Appartamento 35","Via Matilde 20"
384,77,2020-07-16,16:30:00,"Piano 6","Incrocio Marino 3 Piano 9"
385,77,2020-09-13,09:00:00,"Appartamento 99","Rotonda Barbieri 3"
386,78,2020-01-25,14:00:00,"Piano 6","Contrada Costantini 46"
387,78,2020-02-06,12:30:00,"Piano 3","Incrocio Felicia 40"
388,78,2020-06-11,14:30:00,"Appartamento 58","Contrada Pericle 31"
389,78,2020-07-13,12:45:00,"Piano 0","Strada Manuele 451 Appartamento 01"
390,78,2020-09-16,09:30:00,"Appartamento 10","Incrocio Lino 510 Piano 8"
391,79,2020-01-25,13:00:00,"Appartamento 10","Via Rodolfo 2 Piano 8"
392,79,2020-02-03,15:30:00,"Piano 3","Incrocio Mazza 740 Piano 0"
393,79,2020-06-13,12:20:00,"Piano 3","Via Thea 20"
394,79,2020-07-16,16:30:00,"Appartamento 31","Incrocio Augusto 28 Piano 0"
395,79,2020-09-12,13:00:00,"Piano 8","Piazza Piras 792"
396,80,2020-01-19,10:15:00,"Appartamento 03","Borgo Manfredi 82 Appartamento 87"
397,80,2020-02-06,11:45:00,"Appartamento 67","Borgo Laura 4"
398,80,2020-06-26,12:40:00,"Appartamento 80","Via Matteo 1 Piano 4"
399,80,2020-07-11,13:20:00,"Appartamento 08","Piazza Pagano 52 Appartamento 35"
400,80,2020-09-07,11:40:00,"Appartamento 19","Via Barbieri 287 Piano 7"
401,81,2020-01-21,09:40:00,"Piano 9","Borgo De Angelis 7"
402,81,2020-02-06,13:15:00,"Piano 7","Incrocio Marzio 8"
403,81,2020-06-13,14:45:00,"Appartamento 23","Rotonda Damico 17 Piano 6"
404,81,2020-07-11,09:40:00,"Piano 2","Contrada Audenico 161"
405,81,2020-09-14,14:15:00,"Appartamento 81","Borgo Russo 62 Appartamento 07"
406,82,2020-01-17,16:40:00,"Piano 4","Piazza Thea 5 Piano 1"
407,82,2020-02-09,16:45:00,"Piano 2","Via Caruso 94 Piano 9"
408,82,2020-06-22,10:40:00,"Appartamento 56","Rotonda Lombardi 49 Appartamento 86"
409,82,2020-07-09,13:30:00,"Piano 4","Strada Artes 8"
410,82,2020-09-10,09:30:00,"Appartamento 60","Piazza Nayade 40"
411,83,2020-01-13,09:30:00,"Appartamento 98","Via Antonino 149 Appartamento 80"
412,83,2020-02-07,13:15:00,"Appartamento 69","Borgo Enrica 72"
413,83,2020-06-17,12:40:00,"Piano 7","Strada Donatella 49"
414,83,2020-07-16,14:15:00,"Piano 1","Incrocio Mercedes 66 Piano 4"
415,83,2020-09-24,11:20:00,"Appartamento 67","Borgo De luca 17 Piano 9"
416,84,2020-01-21,15:30:00,"Piano 3","Strada Mercedes 6"
417,84,2020-02-03,09:20:00,"Piano 1","Via Gallo 577"
418,84,2020-06-23,11:40:00,"Piano 2","Strada Cattaneo 3"
419,84,2020-07-14,13:30:00,"Appartamento 07","Rotonda Barbieri 258"
420,84,2020-09-13,13:15:00,"Appartamento 36","Incrocio Marvin 904"
421,85,2020-01-23,10:45:00,"Appartamento 78","Rotonda Lia 2 Appartamento 60"
422,85,2020-02-07,16:15:00,"Appartamento 74","Borgo Cristyn 991 Appartamento 91"
423,85,2020-06-11,10:40:00,"Appartamento 49","Incrocio Mancini 55"
424,85,2020-07-14,10:45:00,"Piano 1","Piazza Fiorentino 958"
425,85,2020-09-15,11:40:00,"Piano 9","Via Olimpia 916"
426,86,2020-01-21,09:00:00,"Piano 9","Incrocio Filomena 412"
427,86,2020-02-03,13:00:00,"Piano 2","Strada Orlando 71 Appartamento 27"
428,86,2020-06-27,12:20:00,"Appartamento 96","Piazza Marino 7 Piano 1"
429,86,2020-07-05,12:30:00,"Piano 7","Piazza Pellegrino 321"
430,86,2020-09-09,11:20:00,"Appartamento 55","Via Rinaldi 701"
431,87,2020-01-22,12:00:00,"Piano 4","Incrocio Serra 34 Piano 4"
432,87,2020-02-02,13:45:00,"Appartamento 26","Via Caputo 2"
433,87,2020-06-15,09:15:00,"Piano 9","Borgo Raoul 3"
434,87,2020-07-14,15:40:00,"Appartamento 21","Via Ausonio 7"
435,87,2020-09-21,16:20:00,"Piano 6","Piazza Tosca 3"
436,88,2020-01-15,15:15:00,"Piano 4","Incrocio Ferraro 681 Appartamento 56"
437,88,2020-02-08,10:40:00,"Piano 2","Incrocio Cattaneo 709 Appartamento 23"
438,88,2020-06-23,15:20:00,"Appartamento 05","Piazza Evangelista 6 Appartamento 20"
439,88,2020-07-15,16:45:00,"Piano 9","Via Amos 451"
440,88,2020-09-18,10:30:00,"Appartamento 57","Borgo Mazza 734"
441,89,2020-01-19,14:15:00,"Appartamento 10","Contrada Ursula 65"
442,89,2020-02-05,10:45:00,"Appartamento 68","Rotonda Riva 8 Appartamento 61"
443,89,2020-06-17,09:15:00,"Appartamento 55","Rotonda Guerra 75"
444,89,2020-07-12,09:40:00,"Piano 4","Piazza Benedetti 39 Piano 1"
445,89,2020-09-23,16:45:00,"Piano 7","Contrada Ivano 345"
446,90,2020-01-26,11:20:00,"Piano 6","Piazza Rizzo 74 Piano 3"
447,90,2020-02-04,13:00:00,"Appartamento 35","Strada Monti 540"
448,90,2020-06-28,10:00:00,"Appartamento 29","Borgo Grassi 971"
449,90,2020-07-13,14:00:00,"Piano 6","Via Marcella 6 Appartamento 03"
450,90,2020-09-14,15:45:00,"Piano 6","Borgo Gianmarco 869 Piano 2"
451,91,2020-01-23,13:40:00,"Appartamento 23","Via Elda 88"
452,91,2020-02-02,16:15:00,"Appartamento 38","Via Danthon 4 Piano 8"
453,91,2020-06-22,10:15:00,"Appartamento 32","Via Morelli 442 Piano 2"
454,91,2020-07-20,12:40:00,"Appartamento 30","Incrocio Manuele 67 Appartamento 36"
455,91,2020-09-09,10:30:00,"Appartamento 84","Strada Thea 209"
456,92,2020-01-20,15:45:00,"Appartamento 89","Strada Bellini 6"
457,92,2020-02-02,11:40:00,"Appartamento 59","Piazza Sala 7"
458,92,2020-06-19,14:15:00,"Piano 4","Piazza De Santis 11"
459,92,2020-07-11,14:20:00,"Appartamento 49","Borgo Pellegrino 724 Appartamento 01"
460,92,2020-09-04,14:20:00,"Piano 7","Via Ferrara 658"
461,93,2020-01-17,16:45:00,"Appartamento 49","Piazza Serra 58 Piano 6"
462,93,2020-02-07,16:20:00,"Appartamento 56","Via Naomi 6 Piano 7"
463,93,2020-06-23,12:45:00,"Piano 3","Rotonda Doriana 5"
464,93,2020-07-16,09:00:00,"Appartamento 12","Rotonda Pellegrino 9"
465,93,2020-09-24,16:30:00,"Piano 6","Rotonda Benedetta 8 Appartamento 27"
466,94,2020-01-22,10:15:00,"Appartamento 43","Via Marcella 3 Piano 2"
467,94,2020-02-05,11:45:00,"Appartamento 28","Incrocio Zelida 601 Piano 8"
468,94,2020-06-12,14:15:00,"Piano 0","Contrada Rosaria 6"
469,94,2020-07-17,14:20:00,"Appartamento 54","Rotonda Lombardi 20 Piano 0"
470,94,2020-09-22,16:40:00,"Piano 0","Strada Vania 3 Piano 3"
471,95,2020-01-25,09:45:00,"Piano 6","Strada Palumbo 14"
472,95,2020-02-02,14:30:00,"Appartamento 73","Rotonda Sarita 1"
473,95,2020-06-20,12:15:00,"Appartamento 96","Contrada Caio 44 Piano 9"
474,95,2020-07-14,13:45:00,"Piano 5","Rotonda Rizzo 5 Piano 2"
475,95,2020-09-05,12:30:00,"Piano 1","Rotonda Guerra 39"
476,96,2020-01-28,16:15:00,"Piano 4","Piazza Longo 93"
477,96,2020-02-07,09:15:00,"Appartamento 97","Borgo Parisi 39"
478,96,2020-06-10,10:30:00,"Piano 2","Piazza Neri 92 Piano 3"
479,96,2020-07-17,11:40:00,"Appartamento 71","Incrocio Costantini 33 Appartamento 43"
480,96,2020-09-25,16:45:00,"Piano 0","Rotonda Neri 87"
481,97,2020-01-10,09:00:00,"Piano 8","Contrada Egisto 30"
482,97,2020-02-08,10:30:00,"Appartamento 96","Borgo Bianco 7"
483,97,2020-06-12,12:20:00,"Appartamento 67","Via Emilia 54"
484,97,2020-07-13,14:20:00,"Appartamento 78","Contrada Ricci 52"
485,97,2020-09-20,15:45:00,"Appartamento 85","Incrocio Rosaria 87"
486,98,2020-01-22,13:15:00,"Piano 9","Incrocio D'angelo 77 Appartamento 18"
487,98,2020-02-09,14:00:00,"Appartamento 96","Borgo Irene 2 Appartamento 33"
488,98,2020-06-21,11:30:00,"Piano 2","Piazza Fontana 619 Piano 1"
489,98,2020-07-08,13:00:00,"Piano 9","Via Barbieri 78"
490,98,2020-09-15,12:45:00,"Appartamento 67","Via Lidia 15"
491,99,2020-01-22,13:30:00,"Appartamento 03","Borgo Rizzi 924"
492,99,2020-02-08,16:15:00,"Appartamento 49","Rotonda Costa 98 Piano 4"
493,99,2020-06-10,09:40:00,"Piano 8","Rotonda Palumbo 5"
494,99,2020-07-18,12:15:00,"Appartamento 64","Borgo Carmelo 278"
495,99,2020-09-05,15:15:00,"Appartamento 15","Borgo Messina 4 Piano 7"
496,100,2020-01-12,14:30:00,"Appartamento 03","Contrada Jole 70 Appartamento 36"
497,100,2020-02-08,15:45:00,"Piano 5","Rotonda Pagano 909 Piano 3"
498,100,2020-06-26,13:00:00,"Appartamento 45","Strada Lisa 53 Appartamento 07"
499,100,2020-07-05,10:15:00,"Appartamento 77","Piazza Serse 241"
500,100,2020-09-04,10:30:00,"Appartamento 38","Rotonda Longo 8 Piano 9"
501,101,2020-01-20,15:00:00,"Piano 3","Contrada Silvano 67"
502,101,2020-02-07,15:30:00,"Appartamento 53","Strada Marieva 291"
503,101,2020-06-10,13:00:00,"Piano 3","Via Villa 65 Appartamento 03"
504,101,2020-07-06,14:00:00,"Piano 0","Piazza Piras 49 Piano 2"
505,101,2020-09-24,09:30:00,"Appartamento 53","Piazza Fabiano 8"
506,102,2020-01-25,13:20:00,"Appartamento 28","Rotonda Ippolito 8"
507,102,2020-02-08,10:45:00,"Appartamento 73","Incrocio Jole 556 Piano 0"
508,102,2020-06-24,09:30:00,"Appartamento 05","Rotonda Gentile 26"
509,102,2020-07-18,16:45:00,"Appartamento 12","Incrocio Jari 37 Appartamento 84"
510,102,2020-09-18,13:30:00,"Appartamento 60","Incrocio Mancini 4"
511,103,2020-01-16,15:20:00,"Piano 2","Via Marini 8 Piano 3"
512,103,2020-02-06,11:30:00,"Piano 4","Incrocio Farina 41"
513,103,2020-06-13,15:45:00,"Piano 3","Piazza Neri 59"
514,103,2020-07-18,11:30:00,"Appartamento 84","Contrada De luca 45"
515,103,2020-09-16,16:40:00,"Appartamento 68","Rotonda Russo 83 Appartamento 23"
516,104,2020-01-21,09:15:00,"Appartamento 50","Incrocio Bernardi 347"
517,104,2020-02-07,15:40:00,"Piano 3","Strada Ferri 59 Piano 8"
518,104,2020-06-19,11:45:00,"Piano 6","Via Leone 6"
519,104,2020-07-17,13:45:00,"Appartamento 12","Via Bianco 193"
520,104,2020-09-21,12:20:00,"Appartamento 74","Incrocio De luca 8 Appartamento 26"
521,105,2020-01-24,15:20:00,"Appartamento 11","Contrada Piras 3 Piano 5"
522,105,2020-02-06,13:30:00,"Appartamento 74","Via Caputo 6"
523,105,2020-06-11,16:40:00,"Appartamento 75","Strada Costa 588 Appartamento 16"
524,105,2020-07-10,11:20:00,"Appartamento 33","Via Serra 204"
525,105,2020-09-06,13:20:00,"Piano 9","Contrada Kris 84 Appartamento 59"
526,106,2020-01-21,15:20:00,"Piano 7","Strada Morelli 700 Appartamento 33"
527,106,2020-02-10,11:00:00,"Appartamento 49","Contrada Walter 73"
528,106,2020-06-26,13:15:00,"Appartamento 76","Via Maria 650 Piano 2"
529,106,2020-07-07,11:40:00,"Piano 6","Contrada Liborio 5 Piano 6"
530,106,2020-09-07,11:00:00,"Piano 4","Contrada Marcella 453"
531,107,2020-01-13,15:30:00,"Appartamento 21","Borgo Ruggiero 8 Piano 1"
532,107,2020-02-05,11:00:00,"Piano 0","Piazza Quasimodo 12"
533,107,2020-06-21,11:15:00,"Piano 4","Borgo Milani 54 Appartamento 88"
534,107,2020-07-14,13:45:00,"Appartamento 82","Borgo De Angelis 98"
535,107,2020-09-15,10:20:00,"Piano 7","Piazza Ferrara 43 Appartamento 00"
536,108,2020-01-25,16:30:00,"Piano 8","Piazza Cattaneo 1 Piano 7"
537,108,2020-02-04,16:00:00,"Appartamento 59","Incrocio Sanna 1 Appartamento 35"
538,108,2020-06-26,10:00:00,"Appartamento 46","Via Ruth 9"
539,108,2020-07-11,12:40:00,"Appartamento 23","Rotonda Pellegrini 9 Piano 9"
540,108,2020-09-25,14:00:00,"Piano 8","Rotonda Quasimodo 88 Appartamento 37"
541,109,2020-01-17,09:45:00,"Piano 2","Rotonda Battaglia 41 Piano 2"
542,109,2020-02-04,13:30:00,"Piano 7","Via Messina 70"
543,109,2020-06-28,10:30:00,"Piano 4","Via Oretta 29 Appartamento 20"
544,109,2020-07-13,13:00:00,"Piano 2","Piazza Sorrentino 13"
545,109,2020-09-04,13:45:00,"Appartamento 42","Piazza Testa 63 Piano 1"
546,110,2020-01-23,11:20:00,"Piano 9","Strada Ilario 60"
547,110,2020-02-08,12:00:00,"Piano 8","Borgo Carbone 288"
548,110,2020-06-12,13:45:00,"Piano 1","Borgo Riva 887"
549,110,2020-07-12,16:20:00,"Piano 1","Incrocio Sanna 57"
550,110,2020-09-04,14:45:00,"Appartamento 79","Contrada Parisi 7 Piano 4"
551,111,2020-01-27,10:00:00,"Appartamento 53","Rotonda Rizzi 175 Appartamento 70"
552,111,2020-02-10,10:30:00,"Piano 4","Via Ferraro 94 Appartamento 37"
553,111,2020-06-13,09:15:00,"Piano 9","Borgo Esposito 83"
554,111,2020-07-07,11:45:00,"Appartamento 17","Rotonda Miriam 28"
555,111,2020-09-09,12:00:00,"Appartamento 62","Piazza Galli 43"
556,112,2020-01-21,13:40:00,"Piano 2","Incrocio Samuel 184 Piano 3"
557,112,2020-02-05,11:40:00,"Piano 7","Contrada Kristel 380"
558,112,2020-06-23,13:00:00,"Appartamento 83","Borgo De Angelis 722 Piano 7"
559,112,2020-07-09,14:00:00,"Appartamento 83","Strada Villa 551"
560,112,2020-09-12,16:30:00,"Piano 5","Rotonda Elda 98"
561,113,2020-01-19,12:45:00,"Appartamento 75","Contrada Giordano 254 Appartamento 80"
562,113,2020-02-07,12:20:00,"Appartamento 54","Incrocio Messina 94 Appartamento 66"
563,113,2020-06-22,10:30:00,"Appartamento 21","Via Bianco 1"
564,113,2020-07-07,10:40:00,"Appartamento 71","Via Secondo 84 Piano 6"
565,113,2020-09-18,16:45:00,"Piano 7","Via Naomi 6"
566,114,2020-01-10,11:00:00,"Appartamento 07","Contrada Cristyn 89 Appartamento 01"
567,114,2020-02-05,09:40:00,"Piano 0","Piazza Sabatino 786 Piano 8"
568,114,2020-06-10,09:45:00,"Piano 2","Piazza Messina 975"
569,114,2020-07-19,13:40:00,"Piano 7","Piazza D'angelo 823"
570,114,2020-09-12,12:45:00,"Piano 2","Rotonda Vera 779 Piano 1"
571,115,2020-01-13,11:30:00,"Appartamento 94","Strada Rossetti 44"
572,115,2020-02-08,11:30:00,"Piano 5","Piazza Milani 2"
573,115,2020-06-12,12:40:00,"Appartamento 73","Piazza Deborah 366 Appartamento 77"
574,115,2020-07-11,10:20:00,"Piano 3","Borgo Lombardo 37"
575,115,2020-09-18,11:30:00,"Appartamento 92","Via Flaviana 89"
576,116,2020-01-23,10:40:00,"Appartamento 39","Incrocio Villa 2"
577,116,2020-02-06,11:15:00,"Appartamento 08","Rotonda De Angelis 422"
578,116,2020-06-26,14:30:00,"Appartamento 73","Rotonda Giobbe 94"
579,116,2020-07-15,09:15:00,"Piano 3","Piazza Russo 710"
580,116,2020-09-13,11:40:00,"Piano 1","Strada Timoteo 310"
581,117,2020-01-24,13:15:00,"Piano 1","Piazza Gatti 50"
582,117,2020-02-10,11:00:00,"Piano 7","Borgo Romano 5"
583,117,2020-06-22,09:00:00,"Piano 4","Borgo Basile 7 Piano 5"
584,117,2020-07-13,12:30:00,"Piano 7","Rotonda D'amico 798"
585,117,2020-09-22,10:00:00,"Piano 0","Via Bibiana 6"
586,118,2020-01-10,16:40:00,"Piano 5","Piazza Russo 60"
587,118,2020-02-03,13:20:00,"Appartamento 47","Borgo Yago 9 Piano 7"
588,118,2020-06-12,11:20:00,"Piano 7","Via Ludovico 4 Appartamento 67"
589,118,2020-07-20,14:45:00,"Appartamento 24","Borgo Carbone 213 Piano 3"
590,118,2020-09-14,14:30:00,"Appartamento 11","Contrada D'angelo 532"
591,119,2020-01-23,12:30:00,"Piano 3","Incrocio Secondo 5 Appartamento 98"
592,119,2020-02-02,15:20:00,"Appartamento 73","Borgo Gastone 1"
593,119,2020-06-22,14:40:00,"Appartamento 77","Strada Kristel 99 Piano 1"
594,119,2020-07-13,15:40:00,"Piano 3","Strada De rosa 727"
595,119,2020-09-09,11:45:00,"Appartamento 00","Strada Carmela 792"
596,120,2020-01-23,13:40:00,"Piano 2","Piazza Donati 925"
597,120,2020-02-10,10:20:00,"Piano 7","Incrocio De luca 554 Appartamento 01"
598,120,2020-06-20,15:20:00,"Appartamento 24","Incrocio Cristyn 66 Piano 5"
599,120,2020-07-04,13:00:00,"Piano 6","Rotonda Fabbri 8"
600,120,2020-09-09,10:00:00,"Piano 6","Contrada Mariagiulia 67 Appartamento 45"
601,121,2020-01-12,16:30:00,"Piano 3","Via Grasso 8"
602,121,2020-02-09,12:20:00,"Piano 0","Rotonda Gentile 5"
603,121,2020-06-23,16:45:00,"Piano 1","Borgo Colombo 788 Piano 3"
604,121,2020-07-08,14:40:00,"Piano 9","Piazza Gentile 712 Piano 9"
605,121,2020-09-21,13:15:00,"Appartamento 91","Strada Isira 5"
606,122,2020-01-20,12:30:00,"Appartamento 74","Borgo Luna 66 Piano 9"
607,122,2020-02-02,12:30:00,"Appartamento 46","Via Michael 9 Appartamento 07"
608,122,2020-06-27,16:00:00,"Appartamento 64","Borgo Claudia 477 Appartamento 68"
609,122,2020-07-15,13:20:00,"Appartamento 01","Via Fabbri 7 Piano 8"
610,122,2020-09-08,14:00:00,"Appartamento 50","Incrocio Bianco 4 Piano 1"
611,123,2020-01-14,09:45:00,"Piano 6","Strada Monti 123 Piano 5"
612,123,2020-02-04,13:40:00,"Piano 0","Rotonda Gallo 7"
613,123,2020-06-11,16:45:00,"Piano 2","Strada Eustachio 1"
614,123,2020-07-13,15:00:00,"Appartamento 24","Piazza De Santis 3"
615,123,2020-09-19,10:00:00,"Appartamento 10","Rotonda Orlando 564"
616,124,2020-01-16,10:20:00,"Appartamento 84","Piazza Lisa 7 Appartamento 54"
617,124,2020-02-09,12:00:00,"Appartamento 40","Borgo Antimo 5"
618,124,2020-06-23,15:15:00,"Piano 2","Incrocio D'amico 57"
619,124,2020-07-09,15:30:00,"Appartamento 12","Strada Cattaneo 654 Piano 0"
620,124,2020-09-09,11:45:00,"Piano 7","Borgo Rosolino 3 Piano 8"
621,125,2020-01-16,09:30:00,"Appartamento 59","Piazza Vitalba 1"
622,125,2020-02-05,10:45:00,"Piano 3","Contrada Bianco 6"
623,125,2020-06-15,14:20:00,"Appartamento 90","Incrocio Noemi 811"
624,125,2020-07-10,11:40:00,"Appartamento 59","Contrada Osea 2"
625,125,2020-09-17,10:45:00,"Appartamento 87","Strada Battista 733 Appartamento 13"
626,126,2020-01-15,12:20:00,"Appartamento 12","Piazza Caputo 545 Piano 4"
627,126,2020-02-07,13:15:00,"Piano 7","Contrada Nicoletta 2 Appartamento 55"
628,126,2020-06-19,15:20:00,"Appartamento 66","Via Cleros 22"
629,126,2020-07-08,12:40:00,"Appartamento 67","Piazza Conti 133"
630,126,2020-09-05,13:15:00,"Appartamento 77","Borgo De Angelis 52"
631,127,2020-01-20,12:00:00,"Appartamento 19","Borgo Mazza 8"
632,127,2020-02-07,16:30:00,"Appartamento 66","Contrada Clea 6"
633,127,2020-06-28,12:45:00,"Appartamento 28","Via Giacinto 12"
634,127,2020-07-13,14:00:00,"Piano 1","Incrocio Donatella 3"
635,127,2020-09-22,14:15:00,"Piano 7","Borgo Sandro 525 Piano 1"
636,128,2020-01-28,11:40:00,"Appartamento 77","Via Loredana 441 Appartamento 63"
637,128,2020-02-04,11:15:00,"Appartamento 68","Contrada Ferrari 45 Appartamento 68"
638,128,2020-06-13,15:30:00,"Piano 0","Contrada Barone 1 Appartamento 22"
639,128,2020-07-06,15:40:00,"Piano 0","Piazza De rosa 4 Piano 8"
640,128,2020-09-08,15:30:00,"Piano 0","Rotonda Ferraro 5 Appartamento 48"
641,129,2020-01-18,14:20:00,"Piano 8","Contrada Costa 2 Piano 6"
642,129,2020-02-03,16:30:00,"Appartamento 01","Strada Milani 831"
643,129,2020-06-14,11:40:00,"Appartamento 11","Strada Rossetti 74 Appartamento 53"
644,129,2020-07-18,09:40:00,"Appartamento 03","Borgo Damico 3 Appartamento 27"
645,129,2020-09-20,09:00:00,"Piano 7","Contrada Gelsomina 665"
646,130,2020-01-23,09:45:00,"Appartamento 78","Rotonda Barone 8 Piano 6"
647,130,2020-02-02,12:15:00,"Appartamento 00","Contrada Marini 879"
648,130,2020-06-25,12:00:00,"Appartamento 16","Contrada Kai 69 Appartamento 95"
649,130,2020-07-09,12:15:00,"Piano 7","Via Sue ellen 13"
650,130,2020-09-12,16:15:00,"Appartamento 77","Contrada De luca 9"
651,131,2020-01-19,14:20:00,"Piano 2","Via Flaviana 141 Piano 8"
652,131,2020-02-04,09:20:00,"Piano 1","Via Kai 552 Piano 1"
653,131,2020-06-17,12:30:00,"Piano 1","Rotonda Xavier 5 Piano 1"
654,131,2020-07-19,11:40:00,"Appartamento 61","Incrocio Irene 108 Piano 6"
655,131,2020-09-09,15:30:00,"Appartamento 94","Piazza Ione 978 Piano 6"
656,132,2020-01-18,13:30:00,"Piano 6","Strada Pellegrino 703"
657,132,2020-02-09,13:40:00,"Piano 6","Via Sorrentino 4 Piano 1"
658,132,2020-06-28,13:45:00,"Piano 3","Contrada Irene 1 Piano 7"
659,132,2020-07-18,14:20:00,"Appartamento 27","Contrada Montanari 2"
660,132,2020-09-23,14:15:00,"Appartamento 47","Rotonda Benedetti 188 Piano 2"
661,133,2020-01-16,09:30:00,"Piano 7","Incrocio Caruso 7 Appartamento 09"
662,133,2020-02-09,10:45:00,"Piano 1","Contrada Miriana 958"
663,133,2020-06-20,09:00:00,"Piano 3","Piazza Lombardo 1"
664,133,2020-07-15,13:00:00,"Piano 8","Contrada Grassi 66 Appartamento 23"
665,133,2020-09-18,10:40:00,"Piano 9","Borgo Zelida 67 Piano 9"
666,134,2020-01-10,13:15:00,"Piano 8","Borgo Barone 7 Piano 9"
667,134,2020-02-05,10:20:00,"Appartamento 93","Incrocio Yago 591"
668,134,2020-06-24,16:40:00,"Appartamento 20","Rotonda Giuliani 800 Appartamento 01"
669,134,2020-07-08,16:45:00,"Appartamento 77","Borgo Fernando 716 Piano 3"
670,134,2020-09-14,15:40:00,"Piano 1","Piazza Selvaggia 60"
671,135,2020-01-20,13:45:00,"Appartamento 88","Strada Leonardo 683"
672,135,2020-02-04,12:20:00,"Piano 6","Contrada Edipo 790"
673,135,2020-06-13,09:20:00,"Piano 4","Rotonda Fulvio 99 Appartamento 17"
674,135,2020-07-19,14:20:00,"Piano 2","Via Ferrara 5 Appartamento 26"
675,135,2020-09-04,16:45:00,"Piano 3","Borgo Grazia 8"
676,136,2020-01-28,15:45:00,"Piano 5","Incrocio Ferri 761"
677,136,2020-02-06,16:40:00,"Piano 8","Via Miriana 24"
678,136,2020-06-28,13:00:00,"Piano 8","Via Ferrara 170"
679,136,2020-07-20,15:45:00,"Appartamento 88","Borgo Rosita 9"
680,136,2020-09-16,11:20:00,"Appartamento 01","Incrocio Marvin 86 Piano 1"
681,137,2020-01-28,14:30:00,"Appartamento 96","Via Deborah 542"
682,137,2020-02-06,16:00:00,"Appartamento 72","Piazza Palmieri 78"
683,137,2020-06-26,14:20:00,"Appartamento 32","Rotonda Nazzareno 392"
684,137,2020-07-12,14:00:00,"Piano 6","Via Dante 909"
685,137,2020-09-19,16:15:00,"Appartamento 29","Via Ferrari 841 Appartamento 33"
686,138,2020-01-16,11:40:00,"Appartamento 61","Incrocio Raoul 264"
687,138,2020-02-02,15:20:00,"Piano 7","Via Lidia 51"
688,138,2020-06-27,11:15:00,"Appartamento 70","Borgo Pietro 7 Appartamento 56"
689,138,2020-07-08,16:45:00,"Appartamento 04","Contrada Mancini 3"
